coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,Name,Countries,Start Date,Duration,Impact
"[22.498, -11.834]","Drought in Angola, Democratic Republic of Congo, Zambia","Drought in Angola, Democratic Republic of Congo, Zambia","Green Drought in Angola, Democratic Republic of Congo, Zambia from: 21 Aug 2023  to: 20 Apr 2025 .",Green,1,Green,0.5,"Angola, Democratic Republic of Congo, Zambia",2023-08-21T00:00:00,2025-04-20T00:00:00,36162.0,Minor impact for agricultural drought in 36162 km2,GDO,AGO,DR,DR 1016682,Zambia-Angola-2023,"Angola, Democratic Republic of Congo, Zambia",End of Aug 2023 ,599 days (at 20 Apr 2025),Minor impact for agricultural drought in 36162 km2
"[137.993, -35.068]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Mar 2024  to: 20 Dec 2024 .,Green,1,Green,0.25,Australia,2024-03-21T00:00:00,2024-12-20T00:00:00,5240.0,Minor impact for agricultural drought in 5240 km2,GDO,AUS,DR,DR 1017013,South Australia-2024,Australia,End of Mar 2024 ,265 days (at 20 Dec 2024),Minor impact for agricultural drought in 5240 km2
"[33.0, -17.501]","Drought in Mozambique, Zambia, Zimbabwe","Drought in Mozambique, Zambia, Zimbabwe","Green Drought in Mozambique, Zambia, Zimbabwe from: 21 Dec 2023  to: 18 Dec 2024 .",Green,1,Green,0.25,"Mozambique, Zambia, Zimbabwe",2023-12-21T00:00:00,2024-12-18T00:00:00,58574.0,Minor impact for agricultural drought in 58574 km2,GDO,MOZ,DR,DR 1016878,Southeastern Africa-2024,"Mozambique, Zambia, Zimbabwe",End of Dec 2023 ,326 days (at 20 Nov 2024),Minor impact for agricultural drought in 58574 km2
"[-116.0, 53.5]",Drought in Canada,Drought in Canada,Green Drought in Canada from: 21 Nov 2023  to: 05 Oct 2024 .,Green,1,Green,0.25,Canada,2023-11-21T00:00:00,2024-10-05T00:00:00,14770.0,Minor impact for agricultural drought in 14770 km2,GDO,CAN,DR,DR 1017111,Western Canada-2024,Canada,End of Nov 2023 ,264 days (at 20 Aug 2024),Minor impact for agricultural drought in 14770 km2
"[17.685, 2.66]","Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea","Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea","Green Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea from: 21 Feb 2024  to: 30 Sep 2024 .",Green,1,Green,0.75,"Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea",2024-02-21T00:00:00,2024-09-30T00:00:00,393385.0,Minor impact for agricultural drought in 393385 km2,GDO,COD,DR,DR 1016959,Congo Basin-2024,"Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea",End of Feb 2024 ,213 days (at 20 Oct 2024),Minor impact for agricultural drought in 393385 km2
"[101.502, 14.74]","Drought in China, Malaysia, Philippines, Thailand","Drought in China, Malaysia, Philippines, Thailand","Green Drought in China, Malaysia, Philippines, Thailand from: 21 Feb 2024  to: 25 Sep 2024 .",Green,1,Green,0.25,"China, Malaysia, Philippines, Thailand",2024-02-21T00:00:00,2024-09-25T00:00:00,27416.0,Minor impact for agricultural drought in 27416 km2,GDO,CHN,DR,DR 1017005,Southeast Asia-2024,"China, Malaysia, Philippines, Thailand",End of Feb 2024 ,162 days (at 10 Aug 2024),Minor impact for agricultural drought in 27416 km2
"[122.559, -33.105]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Jul 2023  to: 15 Sep 2024 .,Green,1,Green,0.25,Australia,2023-07-21T00:00:00,2024-09-15T00:00:00,28728.0,Minor impact for agricultural drought in 28728 km2,GDO,AUS,DR,DR 1016588,South-West Australia-2023,Australia,End of Jul 2023 ,356 days (at 20 Jul 2024),Minor impact for agricultural drought in 28728 km2
"[18.699, 11.9]",Drought in Chad,Drought in Chad,Green Drought in Chad from: 21 Feb 2024  to: 15 Sep 2024 .,Green,1,Green,0.5,Chad,2024-02-21T00:00:00,2024-09-15T00:00:00,60255.0,Minor impact for agricultural drought in 60255 km2,GDO,TCD,DR,DR 1017114,Chad-2024,Chad,End of Feb 2024 ,141 days (at 20 Jul 2024),Minor impact for agricultural drought in 60255 km2
"[18.405, 28.991]",Drought in Libya,Drought in Libya,Green Drought in Libya from: 21 Nov 2023  to: 07 Aug 2024 .,Green,1,Green,0.25,Libya,2023-11-21T00:00:00,2024-08-07T00:00:00,135927.0,Minor impact for agricultural drought in 135927 km2,GDO,LBY,DR,DR 1016906,Southeastern Mediterranean-2024,Libya,End of Nov 2023 ,223 days (at 10 Jul 2024),Minor impact for agricultural drought in 135927 km2
"[-66.21, -31.638]",Drought in Argentina,Drought in Argentina,Green Drought in Argentina from: 21 May 2024  to: 31 Jul 2024 .,Green,1,Green,0.5,Argentina,2024-05-21T00:00:00,2024-07-31T00:00:00,73617.0,Minor impact for agricultural drought in 73617 km2,GDO,ARG,DR,DR 1013868,Argentina-2021,Argentina,End of May 2024 ,31 days (at 20 Jul 2024),Minor impact for agricultural drought in 73617 km2
"[-72.474, -51.463]","Drought in Argentina, Chile","Drought in Argentina, Chile","Green Drought in Argentina, Chile from: 21 Oct 2023  to: 24 Jul 2024 .",Green,1,Green,0.25,"Argentina, Chile",2023-10-21T00:00:00,2024-07-24T00:00:00,6950.0,Minor impact for agricultural drought in 6950 km2,GDO,ARG,DR,DR 1016777,"Patagonia (Argentina, Chile)-2023","Argentina, Chile",End of Oct 2023 ,234 days (at 20 Jun 2024),Minor impact for agricultural drought in 6950 km2
"[28.831, -30.165]","Drought in Lesotho, South Africa","Drought in Lesotho, South Africa","Green Drought in Lesotho, South Africa from: 21 Dec 2023  to: 24 Jul 2024 .",Green,1,Green,0.75,"Lesotho, South Africa",2023-12-21T00:00:00,2024-07-24T00:00:00,32033.0,Minor impact for agricultural drought in 32033 km2,GDO,LSO,DR,DR 1016891,"South Africa, Lesotho-2024","Lesotho, South Africa",End of Dec 2023 ,173 days (at 20 Jun 2024),Minor impact for agricultural drought in 32033 km2
"[118.967, -21.093]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 11 Jan 2024  to: 03 Jul 2024 .,Green,1,Green,0.5,Australia,2024-01-11T00:00:00,2024-07-03T00:00:00,106038.0,Minor impact for agricultural drought in 106038 km2,GDO,AUS,DR,DR 1016955,North-West Australia-2024,Australia,Middle of Jan 2024 ,121 days (at 20 May 2024),Minor impact for agricultural drought in 106038 km2
"[-75.167, 4.83]",Drought in Colombia,Drought in Colombia,Green Drought in Colombia from: 21 Apr 2023  to: 03 Jul 2024 .,Green,1,Green,0.75,Colombia,2023-04-21T00:00:00,2024-07-03T00:00:00,110498.0,Minor impact for agricultural drought in 110498 km2,GDO,COL,DR,DR 1016315,Colombia-2023,Colombia,End of Apr 2023 ,386 days (at 20 May 2024),Minor impact for agricultural drought in 110498 km2
"[65.511, 38.268]","Drought in Islamic Republic of Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","Drought in Islamic Republic of Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","Green Drought in Islamic Republic of Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan from: 21 Oct 2021  to: 03 Jul 2024 .",Green,1,Green,0.75,"Islamic Republic of Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan",2021-10-21T00:00:00,2024-07-03T00:00:00,263840.0,Minor impact for agricultural drought in 263840 km2,GDO,IRN,DR,DR 1015257,Central Asia-2021,"Islamic Republic of Iran, Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan",End of Oct 2021 ,933 days (at 20 May 2024),Minor impact for agricultural drought in 263840 km2
"[-46.754, -7.453]",Drought in Brazil,Drought in Brazil,Orange Drought in Brazil from: 21 Sep 2022  to: 12 Aug 2025 .,Orange,2,Orange,1.25,Brazil,2022-09-21T00:00:00,2025-08-12T00:00:00,756718.0,Medium impact for agricultural drought in 756718 km2,GDO,BRA,DR,DR 1016449,South America-2023,Brazil,End of Sep 2022 ,1024 days (at 20 Jul 2025),Medium impact for agricultural drought in 756718 km2
"[27.483, 40.787]","Drought in Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye","Drought in Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye","Green Drought in Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye from: 11 Aug 2023  to: 12 Aug 2025 .",Green,1,Green,0.5,"Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye",2023-08-11T00:00:00,2025-08-12T00:00:00,252230.0,Minor impact for agricultural drought in 252230 km2,GDO,ALB,DR,DR 1016679,Southern Europe-2023,"Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye",Middle of Aug 2023 ,700 days (at 20 Jul 2025),Minor impact for agricultural drought in 252230 km2
"[47.981, -16.845]",Drought in Madagascar,Drought in Madagascar,Green Drought in Madagascar from: 21 Oct 2023  to: 12 Aug 2025 .,Green,1,Green,0.5,Madagascar,2023-10-21T00:00:00,2025-08-12T00:00:00,83330.0,Minor impact for agricultural drought in 83330 km2,GDO,MDG,DR,DR 1016833,Madagascar-2023,Madagascar,End of Oct 2023 ,629 days (at 20 Jul 2025),Minor impact for agricultural drought in 83330 km2
"[7.04, 8.798]","Drought in Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad","Drought in Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad","Green Drought in Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad from: 21 Feb 2024  to: 12 Aug 2025 .",Green,1,Green,0.75,"Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad",2024-02-21T00:00:00,2025-08-12T00:00:00,486063.0,Minor impact for agricultural drought in 486063 km2,GDO,BFA,DR,DR 1016995,Nigeria - Central Africa-2024,"Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad",End of Feb 2024 ,506 days (at 20 Jul 2025),Minor impact for agricultural drought in 486063 km2
"[35.017, 48.326]","Drought in Moldova, Russia, Ukraine","Drought in Moldova, Russia, Ukraine","Orange Drought in Moldova, Russia, Ukraine from: 21 Mar 2024  to: 12 Aug 2025 .",Orange,2,Orange,1.25,"Moldova, Russia, Ukraine",2024-03-21T00:00:00,2025-08-12T00:00:00,415346.0,Medium impact for agricultural drought in 415346 km2,GDO,MDA,DR,DR 1017051,"Ukraine, Russia-2024","Moldova, Russia, Ukraine",End of Mar 2024 ,477 days (at 20 Jul 2025),Medium impact for agricultural drought in 415346 km2
"[22.498, -11.834]","Drought in Angola, Democratic Republic of Congo, Zambia","Drought in Angola, Democratic Republic of Congo, Zambia","Green Drought in Angola, Democratic Republic of Congo, Zambia from: 21 Aug 2023  to: 20 Apr 2025 .",Green,1,Green,0.5,"Angola, Democratic Republic of Congo, Zambia",2023-08-21T00:00:00,2025-04-20T00:00:00,36162.0,Minor impact for agricultural drought in 36162 km2,GDO,AGO,DR,DR 1016682,Zambia-Angola-2023,"Angola, Democratic Republic of Congo, Zambia",End of Aug 2023 ,599 days (at 20 Apr 2025),Minor impact for agricultural drought in 36162 km2
"[137.993, -35.068]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Mar 2024  to: 20 Dec 2024 .,Green,1,Green,0.25,Australia,2024-03-21T00:00:00,2024-12-20T00:00:00,5240.0,Minor impact for agricultural drought in 5240 km2,GDO,AUS,DR,DR 1017013,South Australia-2024,Australia,End of Mar 2024 ,265 days (at 20 Dec 2024),Minor impact for agricultural drought in 5240 km2
"[114.568, 53.162]",Drought in Russia,Drought in Russia,Green Drought in Russia from: 21 Jun 2024  to: 18 Dec 2024 .,Green,1,Green,0.25,Russia,2024-06-21T00:00:00,2024-12-18T00:00:00,66976.0,Minor impact for agricultural drought in 66976 km2,GDO,RUS,DR,DR 1017265,Siberia (Russia)-2024,Russia,End of Jun 2024 ,143 days (at 20 Nov 2024),Minor impact for agricultural drought in 66976 km2
"[33.0, -17.501]","Drought in Mozambique, Zambia, Zimbabwe","Drought in Mozambique, Zambia, Zimbabwe","Green Drought in Mozambique, Zambia, Zimbabwe from: 21 Dec 2023  to: 18 Dec 2024 .",Green,1,Green,0.25,"Mozambique, Zambia, Zimbabwe",2023-12-21T00:00:00,2024-12-18T00:00:00,58574.0,Minor impact for agricultural drought in 58574 km2,GDO,MOZ,DR,DR 1016878,Southeastern Africa-2024,"Mozambique, Zambia, Zimbabwe",End of Dec 2023 ,326 days (at 20 Nov 2024),Minor impact for agricultural drought in 58574 km2
"[40.863, -1.295]","Drought in Kenya, Somalia","Drought in Kenya, Somalia","Green Drought in Kenya, Somalia from: 21 Jun 2024  to: 30 Nov 2024 .",Green,1,Green,0.25,"Kenya, Somalia",2024-06-21T00:00:00,2024-11-30T00:00:00,31489.0,Minor impact for agricultural drought in 31489 km2,GDO,KEN,DR,DR 1017239,Kenya-Somalia-2024,"Kenya, Somalia",End of Jun 2024 ,153 days (at 20 Dec 2024),Minor impact for agricultural drought in 31489 km2
"[84.5, 25.5]",Drought in India,Drought in India,Green Drought in India from: 21 Jun 2024  to: 08 Oct 2024 .,Green,1,Green,0.25,India,2024-06-21T00:00:00,2024-10-08T00:00:00,11138.0,Minor impact for agricultural drought in 11138 km2,GDO,IND,DR,DR 1017217,India-2024,India,End of Jun 2024 ,61 days (at 30 Aug 2024),Minor impact for agricultural drought in 11138 km2
"[-116.0, 53.5]",Drought in Canada,Drought in Canada,Green Drought in Canada from: 21 Nov 2023  to: 05 Oct 2024 .,Green,1,Green,0.25,Canada,2023-11-21T00:00:00,2024-10-05T00:00:00,14770.0,Minor impact for agricultural drought in 14770 km2,GDO,CAN,DR,DR 1017111,Western Canada-2024,Canada,End of Nov 2023 ,264 days (at 20 Aug 2024),Minor impact for agricultural drought in 14770 km2
"[17.685, 2.66]","Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea","Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea","Green Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea from: 21 Feb 2024  to: 30 Sep 2024 .",Green,1,Green,0.75,"Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea",2024-02-21T00:00:00,2024-09-30T00:00:00,393385.0,Minor impact for agricultural drought in 393385 km2,GDO,COD,DR,DR 1016959,Congo Basin-2024,"Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea",End of Feb 2024 ,213 days (at 20 Oct 2024),Minor impact for agricultural drought in 393385 km2
"[101.502, 14.74]","Drought in China, Malaysia, Philippines, Thailand","Drought in China, Malaysia, Philippines, Thailand","Green Drought in China, Malaysia, Philippines, Thailand from: 21 Feb 2024  to: 25 Sep 2024 .",Green,1,Green,0.25,"China, Malaysia, Philippines, Thailand",2024-02-21T00:00:00,2024-09-25T00:00:00,27416.0,Minor impact for agricultural drought in 27416 km2,GDO,CHN,DR,DR 1017005,Southeast Asia-2024,"China, Malaysia, Philippines, Thailand",End of Feb 2024 ,162 days (at 10 Aug 2024),Minor impact for agricultural drought in 27416 km2
"[111.987, 37.006]",Drought in China,Drought in China,Green Drought in China from: 21 Jun 2024  to: 23 Sep 2024 .,Green,1,Green,0.25,China,2024-06-21T00:00:00,2024-09-23T00:00:00,39511.0,Minor impact for agricultural drought in 39511 km2,GDO,CHN,DR,DR 1017243,China-2024,China,End of Jun 2024 ,30 days (at 30 Jul 2024),Minor impact for agricultural drought in 39511 km2
"[122.559, -33.105]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Jul 2023  to: 15 Sep 2024 .,Green,1,Green,0.25,Australia,2023-07-21T00:00:00,2024-09-15T00:00:00,28728.0,Minor impact for agricultural drought in 28728 km2,GDO,AUS,DR,DR 1016588,South-West Australia-2023,Australia,End of Jul 2023 ,356 days (at 20 Jul 2024),Minor impact for agricultural drought in 28728 km2
"[18.699, 11.9]",Drought in Chad,Drought in Chad,Green Drought in Chad from: 21 Feb 2024  to: 15 Sep 2024 .,Green,1,Green,0.5,Chad,2024-02-21T00:00:00,2024-09-15T00:00:00,60255.0,Minor impact for agricultural drought in 60255 km2,GDO,TCD,DR,DR 1017114,Chad-2024,Chad,End of Feb 2024 ,141 days (at 20 Jul 2024),Minor impact for agricultural drought in 60255 km2
"[18.405, 28.991]",Drought in Libya,Drought in Libya,Green Drought in Libya from: 21 Nov 2023  to: 07 Aug 2024 .,Green,1,Green,0.25,Libya,2023-11-21T00:00:00,2024-08-07T00:00:00,135927.0,Minor impact for agricultural drought in 135927 km2,GDO,LBY,DR,DR 1016906,Southeastern Mediterranean-2024,Libya,End of Nov 2023 ,223 days (at 10 Jul 2024),Minor impact for agricultural drought in 135927 km2
"[-66.21, -31.638]",Drought in Argentina,Drought in Argentina,Green Drought in Argentina from: 21 May 2024  to: 31 Jul 2024 .,Green,1,Green,0.5,Argentina,2024-05-21T00:00:00,2024-07-31T00:00:00,73617.0,Minor impact for agricultural drought in 73617 km2,GDO,ARG,DR,DR 1013868,Argentina-2021,Argentina,End of May 2024 ,31 days (at 20 Jul 2024),Minor impact for agricultural drought in 73617 km2
"[-72.474, -51.463]","Drought in Argentina, Chile","Drought in Argentina, Chile","Green Drought in Argentina, Chile from: 21 Oct 2023  to: 24 Jul 2024 .",Green,1,Green,0.25,"Argentina, Chile",2023-10-21T00:00:00,2024-07-24T00:00:00,6950.0,Minor impact for agricultural drought in 6950 km2,GDO,ARG,DR,DR 1016777,"Patagonia (Argentina, Chile)-2023","Argentina, Chile",End of Oct 2023 ,234 days (at 20 Jun 2024),Minor impact for agricultural drought in 6950 km2
"[28.831, -30.165]","Drought in Lesotho, South Africa","Drought in Lesotho, South Africa","Green Drought in Lesotho, South Africa from: 21 Dec 2023  to: 24 Jul 2024 .",Green,1,Green,0.75,"Lesotho, South Africa",2023-12-21T00:00:00,2024-07-24T00:00:00,32033.0,Minor impact for agricultural drought in 32033 km2,GDO,LSO,DR,DR 1016891,"South Africa, Lesotho-2024","Lesotho, South Africa",End of Dec 2023 ,173 days (at 20 Jun 2024),Minor impact for agricultural drought in 32033 km2
"[-46.754, -7.453]",Drought in Brazil,Drought in Brazil,Orange Drought in Brazil from: 21 Sep 2022  to: 12 Aug 2025 .,Orange,2,Orange,1.25,Brazil,2022-09-21T00:00:00,2025-08-12T00:00:00,756718.0,Medium impact for agricultural drought in 756718 km2,GDO,BRA,DR,DR 1016449,South America-2023,Brazil,End of Sep 2022 ,1024 days (at 20 Jul 2025),Medium impact for agricultural drought in 756718 km2
"[27.483, 40.787]","Drought in Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye","Drought in Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye","Green Drought in Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye from: 11 Aug 2023  to: 12 Aug 2025 .",Green,1,Green,0.5,"Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye",2023-08-11T00:00:00,2025-08-12T00:00:00,252230.0,Minor impact for agricultural drought in 252230 km2,GDO,ALB,DR,DR 1016679,Southern Europe-2023,"Albania, Bulgaria, Greece, The Republic of North Macedonia, Türkiye",Middle of Aug 2023 ,700 days (at 20 Jul 2025),Minor impact for agricultural drought in 252230 km2
"[47.981, -16.845]",Drought in Madagascar,Drought in Madagascar,Green Drought in Madagascar from: 21 Oct 2023  to: 12 Aug 2025 .,Green,1,Green,0.5,Madagascar,2023-10-21T00:00:00,2025-08-12T00:00:00,83330.0,Minor impact for agricultural drought in 83330 km2,GDO,MDG,DR,DR 1016833,Madagascar-2023,Madagascar,End of Oct 2023 ,629 days (at 20 Jul 2025),Minor impact for agricultural drought in 83330 km2
"[7.04, 8.798]","Drought in Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad","Drought in Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad","Green Drought in Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad from: 21 Feb 2024  to: 12 Aug 2025 .",Green,1,Green,0.75,"Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad",2024-02-21T00:00:00,2025-08-12T00:00:00,486063.0,Minor impact for agricultural drought in 486063 km2,GDO,BFA,DR,DR 1016995,Nigeria - Central Africa-2024,"Burkina Faso, Benin, Central African Republic, Cameroon, Niger, Nigeria, Chad",End of Feb 2024 ,506 days (at 20 Jul 2025),Minor impact for agricultural drought in 486063 km2
"[35.017, 48.326]","Drought in Moldova, Russia, Ukraine","Drought in Moldova, Russia, Ukraine","Orange Drought in Moldova, Russia, Ukraine from: 21 Mar 2024  to: 12 Aug 2025 .",Orange,2,Orange,1.25,"Moldova, Russia, Ukraine",2024-03-21T00:00:00,2025-08-12T00:00:00,415346.0,Medium impact for agricultural drought in 415346 km2,GDO,MDA,DR,DR 1017051,"Ukraine, Russia-2024","Moldova, Russia, Ukraine",End of Mar 2024 ,477 days (at 20 Jul 2025),Medium impact for agricultural drought in 415346 km2
"[22.498, -11.834]","Drought in Angola, Democratic Republic of Congo, Zambia","Drought in Angola, Democratic Republic of Congo, Zambia","Green Drought in Angola, Democratic Republic of Congo, Zambia from: 21 Aug 2023  to: 20 Apr 2025 .",Green,1,Green,0.5,"Angola, Democratic Republic of Congo, Zambia",2023-08-21T00:00:00,2025-04-20T00:00:00,36162.0,Minor impact for agricultural drought in 36162 km2,GDO,AGO,DR,DR 1016682,Zambia-Angola-2023,"Angola, Democratic Republic of Congo, Zambia",End of Aug 2023 ,599 days (at 20 Apr 2025),Minor impact for agricultural drought in 36162 km2
"[-104.79, 44.882]",Drought in United States,Drought in United States,Green Drought in United States from: 21 Jul 2024  to: 20 Mar 2025 .,Green,1,Green,0.25,United States,2024-07-21T00:00:00,2025-03-20T00:00:00,61378.0,Minor impact for agricultural drought in 61378 km2,GDO,USA,DR,DR 1017227,United States of America-2024,United States,End of Jul 2024 ,233 days (at 20 Mar 2025),Minor impact for agricultural drought in 61378 km2
"[-37.764, -10.317]",Drought in Brazil,Drought in Brazil,Green Drought in Brazil from: 21 Jul 2024  to: 20 Jan 2025 .,Green,1,Green,0.5,Brazil,2024-07-21T00:00:00,2025-01-20T00:00:00,61093.0,Minor impact for agricultural drought in 61093 km2,GDO,BRA,DR,DR 1017347,North-East Brazil-2024,Brazil,End of Jul 2024 ,174 days (at 20 Jan 2025),Minor impact for agricultural drought in 61093 km2
"[137.993, -35.068]",Drought in Australia,Drought in Australia,Green Drought in Australia from: 21 Mar 2024  to: 20 Dec 2024 .,Green,1,Green,0.25,Australia,2024-03-21T00:00:00,2024-12-20T00:00:00,5240.0,Minor impact for agricultural drought in 5240 km2,GDO,AUS,DR,DR 1017013,South Australia-2024,Australia,End of Mar 2024 ,265 days (at 20 Dec 2024),Minor impact for agricultural drought in 5240 km2
"[33.0, -17.501]","Drought in Mozambique, Zambia, Zimbabwe","Drought in Mozambique, Zambia, Zimbabwe","Green Drought in Mozambique, Zambia, Zimbabwe from: 21 Dec 2023  to: 18 Dec 2024 .",Green,1,Green,0.25,"Mozambique, Zambia, Zimbabwe",2023-12-21T00:00:00,2024-12-18T00:00:00,58574.0,Minor impact for agricultural drought in 58574 km2,GDO,MOZ,DR,DR 1016878,Southeastern Africa-2024,"Mozambique, Zambia, Zimbabwe",End of Dec 2023 ,326 days (at 20 Nov 2024),Minor impact for agricultural drought in 58574 km2
"[114.568, 53.162]",Drought in Russia,Drought in Russia,Green Drought in Russia from: 21 Jun 2024  to: 18 Dec 2024 .,Green,1,Green,0.25,Russia,2024-06-21T00:00:00,2024-12-18T00:00:00,66976.0,Minor impact for agricultural drought in 66976 km2,GDO,RUS,DR,DR 1017265,Siberia (Russia)-2024,Russia,End of Jun 2024 ,143 days (at 20 Nov 2024),Minor impact for agricultural drought in 66976 km2
"[94.332, 49.169]","Drought in Mongolia, Russia","Drought in Mongolia, Russia","Green Drought in Mongolia, Russia from: 21 Jul 2024  to: 17 Dec 2024 .",Green,1,Green,0.25,"Mongolia, Russia",2024-07-21T00:00:00,2024-12-17T00:00:00,97317.0,Minor impact for agricultural drought in 97317 km2,GDO,MNG,DR,DR 1017334,Mongolia-2024,"Mongolia, Russia",End of Jul 2024 ,103 days (at 10 Nov 2024),Minor impact for agricultural drought in 97317 km2
"[40.863, -1.295]","Drought in Kenya, Somalia","Drought in Kenya, Somalia","Green Drought in Kenya, Somalia from: 21 Jun 2024  to: 30 Nov 2024 .",Green,1,Green,0.25,"Kenya, Somalia",2024-06-21T00:00:00,2024-11-30T00:00:00,31489.0,Minor impact for agricultural drought in 31489 km2,GDO,KEN,DR,DR 1017239,Kenya-Somalia-2024,"Kenya, Somalia",End of Jun 2024 ,153 days (at 20 Dec 2024),Minor impact for agricultural drought in 31489 km2
"[-61.598, -36.405]",Drought in Argentina,Drought in Argentina,Green Drought in Argentina from: 21 Jul 2024  to: 30 Nov 2024 .,Green,1,Green,0.25,Argentina,2024-07-21T00:00:00,2024-11-30T00:00:00,139410.0,Minor impact for agricultural drought in 139410 km2,GDO,ARG,DR,DR 1017286,Argentina-2024,Argentina,End of Jul 2024 ,123 days (at 20 Dec 2024),Minor impact for agricultural drought in 139410 km2
"[84.5, 25.5]",Drought in India,Drought in India,Green Drought in India from: 21 Jun 2024  to: 08 Oct 2024 .,Green,1,Green,0.25,India,2024-06-21T00:00:00,2024-10-08T00:00:00,11138.0,Minor impact for agricultural drought in 11138 km2,GDO,IND,DR,DR 1017217,India-2024,India,End of Jun 2024 ,61 days (at 30 Aug 2024),Minor impact for agricultural drought in 11138 km2
"[-116.0, 53.5]",Drought in Canada,Drought in Canada,Green Drought in Canada from: 21 Nov 2023  to: 05 Oct 2024 .,Green,1,Green,0.25,Canada,2023-11-21T00:00:00,2024-10-05T00:00:00,14770.0,Minor impact for agricultural drought in 14770 km2,GDO,CAN,DR,DR 1017111,Western Canada-2024,Canada,End of Nov 2023 ,264 days (at 20 Aug 2024),Minor impact for agricultural drought in 14770 km2
"[17.685, 2.66]","Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea","Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea","Green Drought in Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea from: 21 Feb 2024  to: 30 Sep 2024 .",Green,1,Green,0.75,"Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea",2024-02-21T00:00:00,2024-09-30T00:00:00,393385.0,Minor impact for agricultural drought in 393385 km2,GDO,COD,DR,DR 1016959,Congo Basin-2024,"Democratic Republic of Congo, Central African Republic, Republic of Congo, Cameroon, Gabon, Equatorial Guinea",End of Feb 2024 ,213 days (at 20 Oct 2024),Minor impact for agricultural drought in 393385 km2
"[101.502, 14.74]","Drought in China, Malaysia, Philippines, Thailand","Drought in China, Malaysia, Philippines, Thailand","Green Drought in China, Malaysia, Philippines, Thailand from: 21 Feb 2024  to: 25 Sep 2024 .",Green,1,Green,0.25,"China, Malaysia, Philippines, Thailand",2024-02-21T00:00:00,2024-09-25T00:00:00,27416.0,Minor impact for agricultural drought in 27416 km2,GDO,CHN,DR,DR 1017005,Southeast Asia-2024,"China, Malaysia, Philippines, Thailand",End of Feb 2024 ,162 days (at 10 Aug 2024),Minor impact for agricultural drought in 27416 km2
